id_scenario,id_run,period,id,state
0,0,0,0,S
0,0,0,1,S
0,0,0,2,S
0,0,0,3,S
0,0,0,4,S
0,0,0,5,S
0,0,0,6,S
0,0,0,7,S
0,0,0,8,S
0,0,0,9,S
0,0,0,10,S
0,0,0,11,S
0,0,0,12,S
0,0,0,13,S
0,0,0,14,S
0,0,0,15,S
0,0,0,16,S
0,0,0,17,S
0,0,0,18,S
0,0,0,19,S
0,0,0,20,S
0,0,0,21,S
0,0,0,22,S
0,0,0,23,S
0,0,0,24,S
0,0,0,25,S
0,0,0,26,S
0,0,0,27,S
0,0,0,28,S
0,0,0,29,S
0,0,0,30,S
0,0,0,31,S
0,0,0,32,S
0,0,0,33,S
0,0,0,34,S
0,0,0,35,S
0,0,0,36,S
0,0,0,37,S
0,0,0,38,S
0,0,0,39,S
0,0,0,40,S
0,0,0,41,S
0,0,0,42,S
0,0,0,43,S
0,0,0,44,S
0,0,0,45,S
0,0,0,46,S
0,0,0,47,S
0,0,0,48,S
0,0,0,49,S
0,0,1,0,S
0,0,1,1,S
0,0,1,2,S
0,0,1,3,S
0,0,1,4,S
0,0,1,5,S
0,0,1,6,S
0,0,1,7,S
0,0,1,8,S
0,0,1,9,S
0,0,1,10,S
0,0,1,11,S
0,0,1,12,S
0,0,1,13,S
0,0,1,14,S
0,0,1,15,S
0,0,1,16,S
0,0,1,17,S
0,0,1,18,S
0,0,1,19,S
0,0,1,20,S
0,0,1,21,S
0,0,1,22,S
0,0,1,23,S
0,0,1,24,S
0,0,1,25,S
0,0,1,26,S
0,0,1,27,S
0,0,1,28,S
0,0,1,29,S
0,0,1,30,S
0,0,1,31,S
0,0,1,32,S
0,0,1,33,S
0,0,1,34,S
0,0,1,35,S
0,0,1,36,S
0,0,1,37,S
0,0,1,38,S
0,0,1,39,S
0,0,1,40,S
0,0,1,41,S
0,0,1,42,S
0,0,1,43,S
0,0,1,44,S
0,0,1,45,S
0,0,1,46,S
0,0,1,47,S
0,0,1,48,S
0,0,1,49,S
0,0,2,0,S
0,0,2,1,S
0,0,2,2,S
0,0,2,3,S
0,0,2,4,S
0,0,2,5,S
0,0,2,6,S
0,0,2,7,S
0,0,2,8,S
0,0,2,9,S
0,0,2,10,S
0,0,2,11,S
0,0,2,12,S
0,0,2,13,S
0,0,2,14,S
0,0,2,15,S
0,0,2,16,S
0,0,2,17,S
0,0,2,18,S
0,0,2,19,S
0,0,2,20,S
0,0,2,21,S
0,0,2,22,S
0,0,2,23,S
0,0,2,24,S
0,0,2,25,S
0,0,2,26,S
0,0,2,27,S
0,0,2,28,S
0,0,2,29,S
0,0,2,30,S
0,0,2,31,S
0,0,2,32,S
0,0,2,33,S
0,0,2,34,S
0,0,2,35,S
0,0,2,36,S
0,0,2,37,S
0,0,2,38,S
0,0,2,39,S
0,0,2,40,S
0,0,2,41,S
0,0,2,42,S
0,0,2,43,S
0,0,2,44,S
0,0,2,45,S
0,0,2,46,S
0,0,2,47,S
0,0,2,48,S
0,0,2,49,S
0,0,3,0,S
0,0,3,1,S
0,0,3,2,S
0,0,3,3,S
0,0,3,4,S
0,0,3,5,S
0,0,3,6,S
0,0,3,7,S
0,0,3,8,S
0,0,3,9,S
0,0,3,10,S
0,0,3,11,S
0,0,3,12,S
0,0,3,13,S
0,0,3,14,S
0,0,3,15,S
0,0,3,16,S
0,0,3,17,S
0,0,3,18,S
0,0,3,19,S
0,0,3,20,S
0,0,3,21,S
0,0,3,22,S
0,0,3,23,S
0,0,3,24,S
0,0,3,25,S
0,0,3,26,S
0,0,3,27,S
0,0,3,28,S
0,0,3,29,S
0,0,3,30,S
0,0,3,31,S
0,0,3,32,S
0,0,3,33,S
0,0,3,34,S
0,0,3,35,S
0,0,3,36,S
0,0,3,37,S
0,0,3,38,S
0,0,3,39,S
0,0,3,40,S
0,0,3,41,S
0,0,3,42,S
0,0,3,43,S
0,0,3,44,S
0,0,3,45,S
0,0,3,46,S
0,0,3,47,S
0,0,3,48,S
0,0,3,49,S
0,0,4,0,S
0,0,4,1,S
0,0,4,2,S
0,0,4,3,S
0,0,4,4,S
0,0,4,5,S
0,0,4,6,S
0,0,4,7,S
0,0,4,8,S
0,0,4,9,S
0,0,4,10,S
0,0,4,11,S
0,0,4,12,S
0,0,4,13,S
0,0,4,14,S
0,0,4,15,S
0,0,4,16,S
0,0,4,17,S
0,0,4,18,S
0,0,4,19,S
0,0,4,20,S
0,0,4,21,S
0,0,4,22,S
0,0,4,23,S
0,0,4,24,S
0,0,4,25,S
0,0,4,26,S
0,0,4,27,S
0,0,4,28,S
0,0,4,29,S
0,0,4,30,S
0,0,4,31,S
0,0,4,32,S
0,0,4,33,S
0,0,4,34,S
0,0,4,35,S
0,0,4,36,S
0,0,4,37,S
0,0,4,38,S
0,0,4,39,S
0,0,4,40,S
0,0,4,41,S
0,0,4,42,S
0,0,4,43,S
0,0,4,44,S
0,0,4,45,S
0,0,4,46,S
0,0,4,47,S
0,0,4,48,S
0,0,4,49,S
0,0,5,0,S
0,0,5,1,S
0,0,5,2,S
0,0,5,3,S
0,0,5,4,S
0,0,5,5,S
0,0,5,6,S
0,0,5,7,S
0,0,5,8,S
0,0,5,9,S
0,0,5,10,S
0,0,5,11,S
0,0,5,12,S
0,0,5,13,S
0,0,5,14,S
0,0,5,15,S
0,0,5,16,S
0,0,5,17,S
0,0,5,18,S
0,0,5,19,S
0,0,5,20,S
0,0,5,21,S
0,0,5,22,S
0,0,5,23,S
0,0,5,24,S
0,0,5,25,S
0,0,5,26,S
0,0,5,27,S
0,0,5,28,S
0,0,5,29,S
0,0,5,30,S
0,0,5,31,S
0,0,5,32,S
0,0,5,33,S
0,0,5,34,S
0,0,5,35,S
0,0,5,36,S
0,0,5,37,S
0,0,5,38,S
0,0,5,39,S
0,0,5,40,S
0,0,5,41,S
0,0,5,42,S
0,0,5,43,S
0,0,5,44,S
0,0,5,45,S
0,0,5,46,S
0,0,5,47,S
0,0,5,48,S
0,0,5,49,S
0,0,6,0,S
0,0,6,1,S
0,0,6,2,S
0,0,6,3,S
0,0,6,4,S
0,0,6,5,S
0,0,6,6,S
0,0,6,7,S
0,0,6,8,S
0,0,6,9,S
0,0,6,10,S
0,0,6,11,S
0,0,6,12,S
0,0,6,13,S
0,0,6,14,S
0,0,6,15,S
0,0,6,16,S
0,0,6,17,S
0,0,6,18,S
0,0,6,19,S
0,0,6,20,S
0,0,6,21,S
0,0,6,22,S
0,0,6,23,S
0,0,6,24,S
0,0,6,25,S
0,0,6,26,S
0,0,6,27,S
0,0,6,28,S
0,0,6,29,S
0,0,6,30,S
0,0,6,31,S
0,0,6,32,S
0,0,6,33,S
0,0,6,34,S
0,0,6,35,S
0,0,6,36,S
0,0,6,37,S
0,0,6,38,S
0,0,6,39,S
0,0,6,40,S
0,0,6,41,S
0,0,6,42,S
0,0,6,43,S
0,0,6,44,S
0,0,6,45,S
0,0,6,46,S
0,0,6,47,S
0,0,6,48,S
0,0,6,49,S
0,0,7,0,S
0,0,7,1,S
0,0,7,2,S
0,0,7,3,S
0,0,7,4,S
0,0,7,5,S
0,0,7,6,S
0,0,7,7,S
0,0,7,8,S
0,0,7,9,S
0,0,7,10,S
0,0,7,11,S
0,0,7,12,S
0,0,7,13,S
0,0,7,14,S
0,0,7,15,S
0,0,7,16,S
0,0,7,17,S
0,0,7,18,S
0,0,7,19,S
0,0,7,20,S
0,0,7,21,S
0,0,7,22,S
0,0,7,23,S
0,0,7,24,S
0,0,7,25,S
0,0,7,26,S
0,0,7,27,S
0,0,7,28,S
0,0,7,29,S
0,0,7,30,S
0,0,7,31,S
0,0,7,32,S
0,0,7,33,S
0,0,7,34,S
0,0,7,35,S
0,0,7,36,S
0,0,7,37,S
0,0,7,38,S
0,0,7,39,S
0,0,7,40,S
0,0,7,41,S
0,0,7,42,S
0,0,7,43,S
0,0,7,44,S
0,0,7,45,S
0,0,7,46,S
0,0,7,47,S
0,0,7,48,S
0,0,7,49,S
0,0,8,0,S
0,0,8,1,S
0,0,8,2,S
0,0,8,3,S
0,0,8,4,S
0,0,8,5,S
0,0,8,6,S
0,0,8,7,S
0,0,8,8,S
0,0,8,9,S
0,0,8,10,S
0,0,8,11,S
0,0,8,12,S
0,0,8,13,S
0,0,8,14,S
0,0,8,15,S
0,0,8,16,S
0,0,8,17,S
0,0,8,18,S
0,0,8,19,S
0,0,8,20,S
0,0,8,21,S
0,0,8,22,S
0,0,8,23,S
0,0,8,24,S
0,0,8,25,S
0,0,8,26,S
0,0,8,27,S
0,0,8,28,S
0,0,8,29,S
0,0,8,30,S
0,0,8,31,S
0,0,8,32,S
0,0,8,33,S
0,0,8,34,S
0,0,8,35,S
0,0,8,36,S
0,0,8,37,S
0,0,8,38,S
0,0,8,39,S
0,0,8,40,S
0,0,8,41,S
0,0,8,42,S
0,0,8,43,S
0,0,8,44,S
0,0,8,45,S
0,0,8,46,S
0,0,8,47,S
0,0,8,48,S
0,0,8,49,S
0,0,9,0,S
0,0,9,1,S
0,0,9,2,S
0,0,9,3,S
0,0,9,4,S
0,0,9,5,S
0,0,9,6,S
0,0,9,7,S
0,0,9,8,S
0,0,9,9,S
0,0,9,10,S
0,0,9,11,S
0,0,9,12,S
0,0,9,13,S
0,0,9,14,S
0,0,9,15,S
0,0,9,16,S
0,0,9,17,S
0,0,9,18,S
0,0,9,19,S
0,0,9,20,S
0,0,9,21,S
0,0,9,22,S
0,0,9,23,S
0,0,9,24,S
0,0,9,25,S
0,0,9,26,S
0,0,9,27,S
0,0,9,28,S
0,0,9,29,S
0,0,9,30,S
0,0,9,31,S
0,0,9,32,S
0,0,9,33,S
0,0,9,34,S
0,0,9,35,S
0,0,9,36,S
0,0,9,37,S
0,0,9,38,S
0,0,9,39,S
0,0,9,40,S
0,0,9,41,S
0,0,9,42,S
0,0,9,43,S
0,0,9,44,S
0,0,9,45,S
0,0,9,46,S
0,0,9,47,S
0,0,9,48,S
0,0,9,49,S
